cell_id,row_index,column_index,header,ocr_text,confidence,confirmed_status,review_reasons,ink_ratio,absolute_bbox
r058_c12,58,12,6.25 석 식 자 유식,| 00000,55.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1142, 1329, 1159]"
r058_c13,58,13,6.26 오전,시스코 (2 호 차),88.75,needs_reread,variant_disagreement,0.2739,"[1331, 1142, 1465, 1159]"
r058_c14,58,14,6.26 중 식 자 유 식,fo,50.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1142, 1559, 1159]"
r058_c15,58,15,6.26 오후,구글 (2 호 차),93.5,needs_reread,variant_disagreement,0.2745,"[1561, 1142, 1687, 1159]"
r058_c16,58,16,6.26 석식,스테이크 (2 호 차),91.75,needs_reread,variant_disagreement,0.3119,"[1689, 1142, 1825, 1159]"
r058_c17,58,17,…,치 플레 (2 호 차),90.4,needs_reread,variant_disagreement,0.4167,"[1827, 1142, 1922, 1159]"
r058_c18,58,18,6.27,BBQ (2 호 차),89.0,needs_reread,variant_disagreement,0.36,"[1924, 1142, 2024, 1159]"
r058_c19,58,19,6.28,공항 (2 호 차),93.0,needs_reread,variant_disagreement,0.3856,"[2026, 1142, 2116, 1159]"
r059_c02,59,2,| 조,| 14,81.5,needs_reread,variant_disagreement,0.1885,"[67, 1161, 121, 1178]"
r059_c03,59,3,이름 | 이름,남 성 우,89.0,needs_reread,variant_disagreement,0.1994,"[123, 1161, 241, 1178]"
r059_c04,59,4,6.23 점심 자 유 식,스탠포드 (2 호 차),92.75,needs_reread,variant_disagreement,0.3583,"[243, 1161, 363, 1178]"
r059_c05,59,5,6.23 석식,쌀국수 (2 호 차),93.0,needs_reread,variant_disagreement,0.3315,"[365, 1161, 483, 1178]"
r059_c06,59,6,6.24 오전,조비 (2 호 차),93.25,needs_reread,variant_disagreement,0.2581,"[485, 1161, 619, 1178]"
r059_c07,59,7,6.24 중식,인 앤 아 웃 (2 호 차),87.57,needs_reread,variant_disagreement,0.3771,"[621, 1161, 738, 1178]"
r059_c08,59,8,버스 교체,을,39.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1161, 828, 1178]"
r059_c09,59,9,6.24 오후,PnP (3 호 차),92.75,needs_reread,variant_disagreement,0.2458,"[830, 1161, 970, 1178]"
r059_c10,59,10,| 6.24 석식,| 동 순원 (3 호 차),89.67,needs_reread,variant_disagreement,0.3014,"[972, 1161, 1109, 1178]"
r059_c11,59,11,6.25 점 심 자 유 식,UCH #2] (2 호 차),85.2,needs_reread,variant_disagreement,0.3819,"[1111, 1161, 1235, 1178]"
r059_c12,59,12,6.25 석 식 자 유식,"ㄷ ㄴ ,× ㅇ ㄴㄴ",45.4,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1161, 1329, 1178]"
r059_c13,59,13,6.26 오전,시스코 (2 호 차),92.75,needs_reread,variant_disagreement,0.277,"[1331, 1161, 1465, 1178]"
r059_c14,59,14,6.26 중 식 자 유 식,ji,57.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1161, 1559, 1178]"
r059_c15,59,15,6.26 오후,구글 (2 호 차),93.75,needs_reread,variant_disagreement,0.2754,"[1561, 1161, 1687, 1178]"
r059_c16,59,16,6.26 석식,스테이크 (2 호 차),93.5,needs_reread,variant_disagreement,0.3179,"[1689, 1161, 1825, 1178]"
r059_c17,59,17,…,치 폴레 (2 호 차),93.4,needs_reread,variant_disagreement,0.4223,"[1827, 1161, 1922, 1178]"
r059_c18,59,18,6.27,BBQ (2 호 차),88.25,needs_reread,variant_disagreement,0.3647,"[1924, 1161, 2024, 1178]"
r059_c19,59,19,6.28,공항 (2 호 차),93.0,needs_reread,variant_disagreement,0.385,"[2026, 1161, 2116, 1178]"
r060_c02,60,2,| 조,| 14,82.5,needs_reread,variant_disagreement,0.1885,"[67, 1180, 121, 1197]"
r060_c03,60,3,이름 | 이름,신 뮤 찬,87.33,needs_reread,variant_disagreement,0.2009,"[123, 1180, 241, 1197]"
r060_c04,60,4,6.23 점심 자 유 식,스탠포드 (2 호 차),93.75,needs_reread,variant_disagreement,0.3618,"[243, 1180, 363, 1197]"
r060_c05,60,5,6.23 석식,쌀국수 (2 호 차),90.25,needs_reread,variant_disagreement,0.3285,"[365, 1180, 483, 1197]"
r060_c06,60,6,6.24 오전,조비 (2 호 차),91.5,needs_reread,variant_disagreement,0.2577,"[485, 1180, 619, 1197]"
r060_c07,60,7,6.24 중식,인 앤 아 옷 (2 호 차),87.43,needs_reread,variant_disagreement,0.3786,"[621, 1180, 738, 1197]"
r060_c08,60,8,버스 교체,그,13.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1180, 828, 1197]"
r060_c09,60,9,6.24 오후,PnP (3 호 차),91.25,needs_reread,variant_disagreement,0.2475,"[830, 1180, 970, 1197]"
r060_c10,60,10,| 6.24 석식,| 동 순원 (3 호 차),88.67,needs_reread,variant_disagreement,0.3044,"[972, 1180, 1109, 1197]"
r060_c11,60,11,6.25 점 심 자 유 식,| UCH Be] (2 호 차),77.83,needs_reread,variant_disagreement,0.3819,"[1111, 1180, 1235, 1197]"
r060_c12,60,12,6.25 석 식 자 유식,PO,18.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1180, 1329, 1197]"
r060_c13,60,13,6.26 오전,시스코 (2 호 차),92.75,needs_reread,variant_disagreement,0.2735,"[1331, 1180, 1465, 1197]"
r060_c14,60,14,6.26 중 식 자 유 식,i,62.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1180, 1559, 1197]"
r060_c15,60,15,6.26 오후,ㅣ 구글 (2 호 차),84.4,needs_reread,variant_disagreement,0.2782,"[1561, 1180, 1687, 1197]"
r060_c16,60,16,6.26 석식,스테이크 (2 초 차),90.25,needs_reread,variant_disagreement,0.3114,"[1689, 1180, 1825, 1197]"
r060_c17,60,17,…,치 폴레 (2 호 차),92.8,needs_reread,variant_disagreement,0.4297,"[1827, 1180, 1922, 1197]"
r060_c18,60,18,6.27,BBQ (2 초 차),89.25,needs_reread,variant_disagreement,0.3635,"[1924, 1180, 2024, 1197]"
r060_c19,60,19,6.28,공항 (2 호 차),92.5,needs_reread,variant_disagreement,0.3889,"[2026, 1180, 2116, 1197]"
r061_c03,61,3,이름 | 이름,이 준 수 8,91.0,needs_reread,variant_disagreement,0.2263,"[123, 1199, 241, 1216]"
r061_c04,61,4,6.23 점심 자 유 식,| 스탠포드 (2 호 차),90.4,needs_reread,variant_disagreement,0.3569,"[243, 1199, 363, 1216]"
r061_c05,61,5,6.23 석식,쌀국수 (2 호 차),91.75,needs_reread,variant_disagreement,0.3235,"[365, 1199, 483, 1216]"
r061_c06,61,6,6.24 오전,| 조비 (2 호 차),84.2,needs_reread,variant_disagreement,0.2555,"[485, 1199, 619, 1216]"
r061_c07,61,7,6.24 중식,인 앤 아웃 (2 호 차),93.0,needs_reread,variant_disagreement,0.3761,"[621, 1199, 738, 1216]"
r061_c08,61,8,버스 교체,ㄴㄴ,10.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1199, 828, 1216]"
r061_c10,61,10,| 6.24 석식,ㅣ 동 순 원 (3 호 차),86.29,needs_reread,variant_disagreement,0.3014,"[972, 1199, 1109, 1216]"
r061_c11,61,11,6.25 점 심 자 유 식,UCH #2] (2 호 차),83.4,needs_reread,variant_disagreement,0.3857,"[1111, 1199, 1235, 1216]"
r061_c12,61,12,6.25 석 식 자 유식,pO,22.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1199, 1329, 1216]"
r061_c13,61,13,6.26 오전,| 시스코 (2 호 차),86.4,needs_reread,variant_disagreement,0.2739,"[1331, 1199, 1465, 1216]"
r061_c14,61,14,6.26 중 식 자 유 식,「,77.0,needs_reread,variant_disagreement,1.0,"[1467, 1199, 1559, 1216]"
r061_c15,61,15,6.26 오후,| 구글 (2 호 차),84.4,needs_reread,variant_disagreement,0.274,"[1561, 1199, 1687, 1216]"
r061_c17,61,17,…,치 플레 (2 호 차),93.2,needs_reread,variant_disagreement,0.4223,"[1827, 1199, 1922, 1216]"
r061_c18,61,18,6.27,BBQ (2841),81.0,needs_reread,variant_disagreement,0.3665,"[1924, 1199, 2024, 1216]"
r061_c19,61,19,6.28,ㅣ 공항 (2 호 차) ©,76.33,needs_reread,variant_disagreement,0.3824,"[2026, 1199, 2116, 1216]"
r062_c00,62,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 1218, 32, 1235]"
r062_c05,62,5,6.23 석식,쌀국수 (2 호 차),92.75,needs_reread,variant_disagreement,0.3265,"[365, 1218, 483, 1235]"
r062_c06,62,6,6.24 오전,조비 (2 호 차),93.5,needs_reread,variant_disagreement,0.2612,"[485, 1218, 619, 1235]"
r062_c07,62,7,6.24 중식,ㅣ 인 앤 아 옷 (2 호 차),73.75,needs_reread,variant_disagreement,0.3731,"[621, 1218, 738, 1235]"
r062_c08,62,8,버스 교체,=,0.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1218, 828, 1235]"
r062_c09,62,9,6.24 오후,PnP (3 호 차),91.25,needs_reread,variant_disagreement,0.242,"[830, 1218, 970, 1235]"
r062_c10,62,10,| 6.24 석식,| 동 순원 (3 호 차),87.17,needs_reread,variant_disagreement,0.3049,"[972, 1218, 1109, 1235]"
r062_c11,62,11,6.25 점 심 자 유 식,400 버 클리 (2 호 차),81.83,needs_reread,variant_disagreement,0.3828,"[1111, 1218, 1235, 1235]"
r062_c12,62,12,6.25 석 식 자 유식,i...,51.0,needs_reread,low_confidence,1.0,"[1237, 1218, 1329, 1235]"
r062_c13,62,13,6.26 오전,ㅣ 시스코 (2 호 차),85.2,needs_reread,variant_disagreement,0.2801,"[1331, 1218, 1465, 1235]"
r062_c14,62,14,6.26 중 식 자 유 식,ㆍ,73.0,needs_reread,variant_disagreement,1.0,"[1467, 1218, 1559, 1235]"
r062_c15,62,15,6.26 오후,ㅣ 구글 (2 호 차),85.4,needs_reread,variant_disagreement,0.2768,"[1561, 1218, 1687, 1235]"
r062_c16,62,16,6.26 석식,스테이크 (2 호 차),93.25,needs_reread,variant_disagreement,0.3127,"[1689, 1218, 1825, 1235]"
r062_c17,62,17,…,| 치 플 레 (2 호 차),86.14,needs_reread,variant_disagreement,0.4167,"[1827, 1218, 1922, 1235]"
r062_c19,62,19,6.28,| 공항 (2 호 차),80.8,needs_reread,variant_disagreement,0.3902,"[2026, 1218, 2116, 1235]"
r063_c00,63,0,차량,ㅣ,74.0,needs_reread,variant_disagreement,0.0,"[1, 1237, 32, 1253]"
r063_c04,63,4,6.23 점심 자 유 식,| 스탠포드 (2 호 차),89.4,needs_reread,variant_disagreement,0.3547,"[243, 1237, 363, 1253]"
r063_c05,63,5,6.23 석식,ㅣ 쌀국수 (2 호 차),84.2,needs_reread,variant_disagreement,0.3236,"[365, 1237, 483, 1253]"
r063_c06,63,6,6.24 오전,조비 (2 후 차),85.5,needs_reread,variant_disagreement,0.2626,"[485, 1237, 619, 1253]"
r063_c07,63,7,6.24 중식,ㅣ 인 앤 아 웃 (2 호 차),79.75,needs_reread,variant_disagreement,0.367,"[621, 1237, 738, 1253]"
r063_c08,63,8,버스 교체,"| ,",85.5,needs_reread,variant_disagreement,1.0,"[740, 1237, 828, 1253]"
r063_c09,63,9,6.24 오후,| PaP (3 호 차),85.4,needs_reread,variant_disagreement,0.1987,"[830, 1237, 970, 1253]"
r063_c11,63,11,6.25 점 심 자 유 식,(버클리 (2 호 차),81.25,needs_reread,variant_disagreement,0.3785,"[1111, 1237, 1235, 1253]"
r063_c13,63,13,6.26 오전,| 시스코 (2 호 차),89.6,needs_reread,variant_disagreement,0.2761,"[1331, 1237, 1465, 1253]"
r063_c14,63,14,6.26 중 식 자 유 식,|,89.0,needs_reread,variant_disagreement,1.0,"[1467, 1237, 1559, 1253]"
r063_c15,63,15,6.26 오후,ㅣ 구글 (2 호 차),85.2,needs_reread,variant_disagreement,0.2674,"[1561, 1237, 1687, 1253]"
r063_c16,63,16,6.26 석식,스테이크 (2 호 차),90.0,needs_reread,variant_disagreement,0.3185,"[1689, 1237, 1825, 1253]"
r063_c17,63,17,…,| 치 플레 (2 호 차),91.0,needs_reread,variant_disagreement,0.4237,"[1827, 1237, 1922, 1253]"
r063_c18,63,18,6.27,BBQ (2 호 차),91.0,needs_reread,variant_disagreement,0.3663,"[1924, 1237, 2024, 1253]"
r063_c19,63,19,6.28,| 공항 (2 호 차),78.2,needs_reread,variant_disagreement,0.3819,"[2026, 1237, 2116, 1253]"
r064_c02,64,2,| 조,| 14,84.5,needs_reread,variant_disagreement,0.1917,"[67, 1255, 121, 1272]"
r064_c03,64,3,이름 | 이름,정 서 윤,88.0,needs_reread,variant_disagreement,0.2094,"[123, 1255, 241, 1272]"
r064_c04,64,4,6.23 점심 자 유 식,스탠포드 (2 호 차),93.5,needs_reread,variant_disagreement,0.3632,"[243, 1255, 363, 1272]"
r064_c05,64,5,6.23 석식,쌀국수 (2 호 차),93.25,needs_reread,variant_disagreement,0.3315,"[365, 1255, 483, 1272]"
r064_c06,64,6,6.24 오전,조비 (2 호 차),93.0,needs_reread,variant_disagreement,0.2704,"[485, 1255, 619, 1272]"
r064_c07,64,7,6.24 중식,인 앤 아웃 (2 호 차),92.83,needs_reread,variant_disagreement,0.3881,"[621, 1255, 738, 1272]"
r064_c08,64,8,버스 교체,| 00000,65.5,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1255, 828, 1272]"
r064_c09,64,9,6.24 오후,PnP (3 호 차),92.0,needs_reread,variant_disagreement,0.2483,"[830, 1255, 970, 1272]"
r064_c10,64,10,| 6.24 석식,동 순원 (3 호 차),91.0,needs_reread,variant_disagreement,0.304,"[972, 1255, 1109, 1272]"
r064_c11,64,11,6.25 점 심 자 유 식,106 버 클리 (2 호 차),81.5,needs_reread,variant_disagreement,0.3814,"[1111, 1255, 1235, 1272]"
r064_c12,64,12,6.25 석 식 자 유식,…,28.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1255, 1329, 1272]"
r064_c13,64,13,6.26 오전,시스코 (2 호 차),92.25,needs_reread,variant_disagreement,0.2783,"[1331, 1255, 1465, 1272]"
r064_c14,64,14,6.26 중 식 자 유 식,|,81.0,needs_reread,variant_disagreement,1.0,"[1467, 1255, 1559, 1272]"
r064_c15,64,15,6.26 오후,구글 (2 호 차),93.25,needs_reread,variant_disagreement,0.2824,"[1561, 1255, 1687, 1272]"
r064_c16,64,16,6.26 석식,스테이크 (2 호 차),93.25,needs_reread,variant_disagreement,0.3222,"[1689, 1255, 1825, 1272]"
r064_c17,64,17,…,치 폴레 (2 호 차),92.8,needs_reread,variant_disagreement,0.426,"[1827, 1255, 1922, 1272]"
r064_c19,64,19,6.28,공항 (2 호 차),92.75,needs_reread,variant_disagreement,0.3902,"[2026, 1255, 2116, 1272]"
r065_c00,65,0,차량,ㅠㅠ,42.0,needs_reread,low_confidence|variant_disagreement,0.1176,"[1, 1274, 32, 1291]"
r065_c01,65,1,번호,| 65,83.0,needs_reread,variant_disagreement,0.2884,"[34, 1274, 65, 1291]"
r065_c02,65,2,| 조,| 8,83.5,needs_reread,variant_disagreement,0.159,"[67, 1274, 121, 1291]"
r065_c04,65,4,6.23 점심 자 유 식,스탠포드 (3 호 차),92.75,needs_reread,variant_disagreement,0.401,"[243, 1274, 363, 1291]"
r065_c05,65,5,6.23 석식,스테이크 (3 호 차),90.25,needs_reread,variant_disagreement,0.4048,"[365, 1274, 483, 1291]"
r065_c06,65,6,6.24 오전,조비 (2 호 차),93.0,needs_reread,variant_disagreement,0.2625,"[485, 1274, 619, 1291]"
r065_c07,65,7,6.24 중식,인 맨 아 웃 (2 호 차),85.86,needs_reread,variant_disagreement,0.3861,"[621, 1274, 738, 1291]"
r065_c08,65,8,버스 교체,pO,24.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1274, 828, 1291]"
r065_c09,65,9,6.24 오후,블 룰 에너지 (4 호 차),90.33,needs_reread,variant_disagreement,0.3723,"[830, 1274, 970, 1291]"
r065_c10,65,10,| 6.24 석식,ㅣ 쌀국수 (4 호 차),83.4,needs_reread,variant_disagreement,0.3096,"[972, 1274, 1109, 1291]"
r065_c11,65,11,6.25 점 심 자 유 식,UCH Be) (3 호 차),83.0,needs_reread,variant_disagreement,0.3662,"[1111, 1274, 1235, 1291]"
r065_c12,65,12,6.25 석 식 자 유식,~ 4440,32.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1274, 1329, 1291]"
r065_c13,65,13,6.26 오전,시스코 (3 호 차),89.0,needs_reread,variant_disagreement,0.2634,"[1331, 1274, 1465, 1291]"
r065_c14,65,14,6.26 중 식 자 유 식,~,32.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1274, 1559, 1291]"
r065_c15,65,15,6.26 오후,몰 로 코 (3 호 차),92.33,needs_reread,variant_disagreement,0.3768,"[1561, 1274, 1687, 1291]"
r065_c16,65,16,6.26 석식,"동 순원 (3 호 차, 드랍)",93.0,needs_reread,variant_disagreement,0.3659,"[1689, 1274, 1825, 1291]"
r065_c17,65,17,…,치 플레 (3 호 차),93.2,needs_reread,variant_disagreement,0.3981,"[1827, 1274, 1922, 1291]"
r065_c18,65,18,6.27,BBQ (3 호 차),91.0,needs_reread,variant_disagreement,0.3488,"[1924, 1274, 2024, 1291]"
r065_c19,65,19,6.28,공항 (3 호 차),93.0,needs_reread,variant_disagreement,0.3739,"[2026, 1274, 2116, 1291]"
r066_c03,66,3,이름 | 이름,권 이 투,92.0,needs_reread,variant_disagreement,0.1919,"[123, 1293, 241, 1310]"
r066_c04,66,4,6.23 점심 자 유 식,스탠포드 (3 호 차),93.25,needs_reread,variant_disagreement,0.3417,"[243, 1293, 363, 1310]"
r066_c05,66,5,6.23 석식,스테이크 (3 호 차),93.25,needs_reread,variant_disagreement,0.337,"[365, 1293, 483, 1310]"
r066_c06,66,6,6.24 오전,조비 (2 호 차),93.25,needs_reread,variant_disagreement,0.2594,"[485, 1293, 619, 1310]"
r066_c07,66,7,6.24 중식,인 맨 아웃 (2 호 차),92.67,needs_reread,variant_disagreement,0.3831,"[621, 1293, 738, 1310]"
r066_c08,66,8,버스 교체,pO,20.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1293, 828, 1310]"
r066_c09,66,9,6.24 오후,블 룸 에 너지 (4 호 차),84.86,needs_reread,variant_disagreement,0.371,"[830, 1293, 970, 1310]"
r066_c11,66,11,6.25 점 심 자 유 식,UCH #2) (3 호 차),85.6,needs_reread,variant_disagreement,0.3691,"[1111, 1293, 1235, 1310]"
r066_c12,66,12,6.25 석 식 자 유식,|,60.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1293, 1329, 1310]"
r066_c13,66,13,6.26 오전,시스코 (3 호 차),93.75,needs_reread,variant_disagreement,0.2647,"[1331, 1293, 1465, 1310]"
r066_c14,66,14,6.26 중 식 자 유 식,|,71.0,needs_reread,variant_disagreement,1.0,"[1467, 1293, 1559, 1310]"
r066_c15,66,15,6.26 오후,몰 로 코 (3 호 차),93.0,needs_reread,variant_disagreement,0.3053,"[1561, 1293, 1687, 1310]"
r066_c16,66,16,6.26 석식,"동 순원 (3 호 차, 드랍)",92.17,needs_reread,variant_disagreement,0.3689,"[1689, 1293, 1825, 1310]"
r066_c17,66,17,…,치 폴레 (3 호 차),93.0,needs_reread,variant_disagreement,0.4062,"[1827, 1293, 1922, 1310]"
r066_c19,66,19,6.28,공항 (3 호 차),93.0,needs_reread,variant_disagreement,0.3752,"[2026, 1293, 2116, 1310]"
r067_c00,67,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 1312, 32, 1329]"
r067_c02,67,2,| 조,| 8,85.0,needs_reread,variant_disagreement,0.1623,"[67, 1312, 121, 1329]"
r067_c03,67,3,이름 | 이름,민 영 환,93.0,needs_reread,variant_disagreement,0.2188,"[123, 1312, 241, 1329]"
r067_c04,67,4,6.23 점심 자 유 식,| 스탠포드 (3 호 차),89.8,needs_reread,variant_disagreement,0.3466,"[243, 1312, 363, 1329]"
r067_c06,67,6,6.24 오전,조비 (2 호 차),93.5,needs_reread,variant_disagreement,0.2586,"[485, 1312, 619, 1329]"
r067_c07,67,7,6.24 중식,인 앤 아 웃 (2 호 차),91.86,needs_reread,variant_disagreement,0.3816,"[621, 1312, 738, 1329]"
r067_c08,67,8,버스 교체,4,41.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1312, 828, 1329]"
r067_c09,67,9,6.24 오후,블 룸 에너지 (4 호 차),92.33,needs_reread,variant_disagreement,0.3739,"[830, 1312, 970, 1329]"
r067_c10,67,10,| 6.24 석식,| 쌀국수 (4 호 차),82.0,needs_reread,variant_disagreement,0.301,"[972, 1312, 1109, 1329]"
r067_c11,67,11,6.25 점 심 자 유 식,00 버 클리 (3 호 차),83.67,needs_reread,variant_disagreement,0.3719,"[1111, 1312, 1235, 1329]"
r067_c12,67,12,6.25 석 식 자 유식,…,43.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1312, 1329, 1329]"
r067_c13,67,13,6.26 오전,시스코 (3 호 차),93.5,needs_reread,variant_disagreement,0.2669,"[1331, 1312, 1465, 1329]"
r067_c14,67,14,6.26 중 식 자 유 식,를 26,56.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1312, 1559, 1329]"
r067_c15,67,15,6.26 오후,몰 로 코 (3 호 차),92.33,needs_reread,variant_disagreement,0.3133,"[1561, 1312, 1687, 1329]"
r067_c16,67,16,6.26 석식,"동 순원 (3 호 차, 드랍)",93.33,needs_reread,variant_disagreement,0.3763,"[1689, 1312, 1825, 1329]"
r067_c17,67,17,…,치 플레 (3 호 차),90.2,needs_reread,variant_disagreement,0.4074,"[1827, 1312, 1922, 1329]"
r067_c18,67,18,6.27,BBQ (3 호 차),89.5,needs_reread,variant_disagreement,0.3465,"[1924, 1312, 2024, 1329]"
r067_c19,67,19,6.28,공항 (3 호 차),93.5,needs_reread,variant_disagreement,0.3719,"[2026, 1312, 2116, 1329]"
r068_c00,68,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 1331, 32, 1348]"
r068_c04,68,4,6.23 점심 자 유 식,| 스탠포드 (3 호 차),92.2,needs_reread,variant_disagreement,0.3407,"[243, 1331, 363, 1348]"
r068_c05,68,5,6.23 석식,스테이크 (3 호 차),91.0,needs_reread,variant_disagreement,0.341,"[365, 1331, 483, 1348]"
r068_c06,68,6,6.24 오전,| 조비 (2 호 차),84.4,needs_reread,variant_disagreement,0.2616,"[485, 1331, 619, 1348]"
r068_c07,68,7,6.24 중식,인 맨 아웃 (2 호 차),91.0,needs_reread,variant_disagreement,0.3851,"[621, 1331, 738, 1348]"
r068_c08,68,8,버스 교체,.,43.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 1331, 828, 1348]"
r068_c09,68,9,6.24 오후,블 룸 에너지 (4 호 차),86.33,needs_reread,variant_disagreement,0.3828,"[830, 1331, 970, 1348]"
r068_c10,68,10,| 6.24 석식,| 쌀국수 (4 호 차),83.4,needs_reread,variant_disagreement,0.3027,"[972, 1331, 1109, 1348]"
r068_c11,68,11,6.25 점 심 자 유 식,00 버 클리 (3 호 차),84.5,needs_reread,variant_disagreement,0.3681,"[1111, 1331, 1235, 1348]"
r068_c12,68,12,6.25 석 식 자 유식,PO,32.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1331, 1329, 1348]"
r068_c13,68,13,6.26 오전,시스코 (3 호 차),93.0,needs_reread,variant_disagreement,0.2717,"[1331, 1331, 1465, 1348]"
r068_c14,68,14,6.26 중 식 자 유 식,|,45.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 1331, 1559, 1348]"
r068_c15,68,15,6.26 오후,몰 로 코 (3 호 차),93.17,needs_reread,variant_disagreement,0.3165,"[1561, 1331, 1687, 1348]"
r068_c17,68,17,…,치 폴레 (3 호 차),93.0,needs_reread,variant_disagreement,0.4118,"[1827, 1331, 1922, 1348]"
r068_c18,68,18,6.27,BBO (3 호 차),90.5,needs_reread,variant_disagreement,0.3459,"[1924, 1331, 2024, 1348]"
r068_c19,68,19,6.28,공항 (3 호 차),93.25,needs_reread,variant_disagreement,0.3771,"[2026, 1331, 2116, 1348]"
r069_c00,69,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 1350, 32, 1367]"
r069_c04,69,4,6.23 점심 자 유 식,| 스탠포드 (3 호 차),91.8,needs_reread,variant_disagreement,0.349,"[243, 1350, 363, 1367]"
r069_c06,69,6,6.24 오전,조비 (2 호 차),93.0,needs_reread,variant_disagreement,0.2577,"[485, 1350, 619, 1367]"
r069_c07,69,7,6.24 중식,인 앤 아 웃 (2 호 차),92.14,needs_reread,variant_disagreement,0.3791,"[621, 1350, 738, 1367]"
r069_c08,69,8,버스 교체,| ㆍ,30.5,needs_reread,low_confidence,1.0,"[740, 1350, 828, 1367]"
r069_c09,69,9,6.24 오후,블 룸 에너지 (4 호 차),86.67,needs_reread,variant_disagreement,0.3744,"[830, 1350, 970, 1367]"
r069_c11,69,11,6.25 점 심 자 유 식,UCH Be] (3 호 차),83.0,needs_reread,variant_disagreement,0.361,"[1111, 1350, 1235, 1367]"
r069_c12,69,12,6.25 석 식 자 유식,"|, ㆍ",23.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 1350, 1329, 1367]"
r069_c13,69,13,6.26 오전,시스코 (3 후 차),89.5,needs_reread,variant_disagreement,0.2629,"[1331, 1350, 1465, 1367]"
r069_c14,69,14,6.26 중 식 자 유 식,PO,17.0,needs_reread,low_confidence,1.0,"[1467, 1350, 1559, 1367]"
r069_c15,69,15,6.26 오후,ㅣ 몰 로 코 (3 호 차),83.0,needs_reread,variant_disagreement,0.3114,"[1561, 1350, 1687, 1367]"
r069_c16,69,16,6.26 석식,"동 순원 (3 호 차, 드랍)",93.33,needs_reread,variant_disagreement,0.3646,"[1689, 1350, 1825, 1367]"
r069_c17,69,17,…,치 플레 (3 호 차),92.0,needs_reread,variant_disagreement,0.4025,"[1827, 1350, 1922, 1367]"
r069_c18,69,18,6.27,BBQ (3 호 차),86.75,needs_reread,variant_disagreement,0.3488,"[1924, 1350, 2024, 1367]"
r069_c19,69,19,6.28,공항 (3 호 차),93.25,needs_reread,variant_disagreement,0.366,"[2026, 1350, 2116, 1367]"
r070_c00,70,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 1369, 32, 1386]"
r070_c03,70,3,이름 | 이름,미 동 건 &,87.5,needs_reread,variant_disagreement,0.2193,"[123, 1369, 241, 1386]"
r070_c04,70,4,6.23 점심 자 유 식,| 스탠포드 (3 호 차),89.8,needs_reread,variant_disagreement,0.3363,"[243, 1369, 363, 1386]"
r070_c05,70,5,6.23 석식,. 스테이크 (3 호 차),75.4,needs_reread,variant_disagreement,0.3455,"[365, 1369, 483, 1386]"
r070_c06,70,6,6.24 오전,| 조비 (2 호 차),92.2,needs_reread,variant_disagreement,0.2599,"[485, 1369, 619, 1386]"
r070_c07,70,7,6.24 중식,| 인 앤 마 옷 (2 호 차),77.0,needs_reread,variant_disagreement,0.3806,"[621, 1369, 738, 1386]"
r070_c08,70,8,버스 교체,,,needs_reread,low_confidence|ink_without_text,1.0,"[740, 1369, 828, 1386]"
r070_c09,70,9,6.24 오후,블 롱 에너지 (4 후 자),84.83,needs_reread,variant_disagreement,0.3752,"[830, 1369, 970, 1386]"
r070_c11,70,11,6.25 점 심 자 유 식,106 버 클리 (3 호 차),78.17,needs_reread,variant_disagreement,0.3719,"[1111, 1369, 1235, 1386]"
